t_int_k,log_g_cgs,mass_mjup,req_rjup,age_myr,metallicity_solar_dex,f070w_jy_10pc,f090w_jy_10pc,f115w_jy_10pc,f140m_jy_10pc,f150w_jy_10pc,f150w2_jy_10pc,f162m_jy_10pc,f164n_jy_10pc,f182m_jy_10pc,f187n_jy_10pc,f200w_jy_10pc,f210m_jy_10pc,f212n_jy_10pc,f250m_jy_10pc,f277w_jy_10pc,f300m_jy_10pc,f322w2_jy_10pc,f323n_jy_10pc,f335m_jy_10pc,f356w_jy_10pc,f360m_jy_10pc,f405n_jy_10pc,f410m_jy_10pc,f430m_jy_10pc,f444w_jy_10pc,f460m_jy_10pc,f466n_jy_10pc,f470n_jy_10pc,f480m_jy_10pc,f560w_jy_10pc,f770w_jy_10pc,f1000w_jy_10pc,f1065c_jy_10pc,f1130w_jy_10pc,f1140c_jy_10pc,f1280w_jy_10pc,f1500w_jy_10pc,f1550c_jy_10pc,f1800w_jy_10pc,f2100w_jy_10pc,f2300c_jy_10pc,f2550w_jy_10pc
650.0,5.2504,46.700470643564074,0.8018474794382588,10739.894123412461,0.0,2.2074614092621256e-08,8.674944800209334e-06,0.00011976473558635371,6.0574913131152636e-06,4.5221799486752476e-05,6.57411716677959e-05,8.985662033759705e-05,3.793311957174266e-05,1.20216655094269e-05,6.8388040466214995e-06,2.0510495861810256e-05,3.711562686717466e-05,5.6096716304738356e-05,1.1524856326353216e-05,1.555771315744709e-05,2.730037672345152e-05,7.978309504646532e-05,7.0735449879535e-06,1.6530357267584944e-05,0.00013615063775588942,0.0001257251724528434,0.0006637369571304634,0.0006426796670206628,0.0007646725847079829,0.0006887659673037609,0.0007826170046704144,0.0006844591285487005,0.0007153916058726289,0.0006194985867989111,0.00014592593343010647,0.00011401162088184053,0.00021763535090659104,0.0001386569873839745,0.00025272050457575385,0.00026190271467538934,0.00021854447922143452,0.0002151049477726736,0.00020167504382992977,0.0001879516228761964,0.0001419211756103022,0.00012110089700154031,0.00010051911123184324
700.0,5.2504,47.22425340089431,0.8067130588037823,8590.135215053942,0.0,2.6845778340782186e-08,1.274208917062339e-05,0.00018189923810463073,1.0454105534516596e-05,7.20355771341818e-05,0.00010252692213016692,0.0001396209407798992,6.325847529466832e-05,2.09105030071048e-05,1.2647149141326431e-05,3.632332528928819e-05,6.533839769647967e-05,9.621760888546123e-05,1.9455614839438062e-05,2.5980309472439976e-05,4.352749557105309e-05,0.00010782199420667609,1.3006122495358048e-05,2.5964770006004817e-05,0.00017985309675149554,0.0001678113920408179,0.0008435149807024626,0.0008018482025285961,0.0009229402792140334,0.0008394058662786158,0.0009314351862924746,0.000824611904124535,0.0008581171071207356,0.0007497964156919414,0.00019830482442826847,0.0001513029933121538,0.0002805611415895329,0.0001783356791408369,0.00030820352390407247,0.00031888734157191215,0.000265910912284121,0.0002486264677677639,0.00023219282742818187,0.00021259088506274265,0.0001600093201574212,0.00013634695393140934,0.0001137487728296393
750.0,5.2504,47.727084847931344,0.810605522296201,7063.175542629622,0.0,3.3855067186027916e-08,1.8574280509776244e-05,0.00026407786489059543,1.7091480348409496e-05,0.00010905524556190452,0.000152629190198387,0.00020646711055419807,9.961273857942698e-05,3.4155537174054154e-05,2.1508014470666078e-05,5.978481366632602e-05,0.00010670264866751477,0.00015277951252976236,3.053880226642902e-05,4.069526117017278e-05,6.566886649041542e-05,0.0001412873761778877,2.158529955219238e-05,3.8307784884914384e-05,0.0002297818279521801,0.0002157843779242951,0.001041572727924313,0.0009758639617878204,0.0010926239603352835,0.001000394280275963,0.0010843135377196387,0.0009719641350705111,0.0010075064612489202,0.0008866348548104842,0.00026045544434743925,0.00019437746772294235,0.0003518232045329572,0.0002240438979581263,0.00036900601036548615,0.0003812704262953359,0.00031785716093293175,0.0002839511814407232,0.0002643288947309144,0.0002373245794737787,0.00017846088403351138,0.00015192988181311453,0.00012745131478474926
800.0,5.2504,48.22991629496837,0.8144979857886198,5902.010801718453,0.0,4.368158615728429e-08,2.6674040116807655e-05,0.00036943163329691695,2.679612530578926e-05,0.00015846958478226024,0.0002187446500190009,0.00029373184959692215,0.00015038675903116642,5.326672550751281e-05,3.442740749243366e-05,9.325943929249173e-05,0.00016499789361943665,0.00022975837978182824,4.533748657620562e-05,6.055409530021756e-05,9.485397164164493e-05,0.0001807174126010927,3.306495987384651e-05,5.3677307114153344e-05,0.000286229083520911,0.00026978557193716856,0.0012588869165459991,0.001165968237944742,0.0012745835819930429,0.0011721159073386403,0.0012418124224804488,0.0011268100712852952,0.0011637208084682524,0.0010302574412719523,0.000332532241657258,0.0002429658747594719,0.000431938185944465,0.0002769668807882451,0.0004362436516217429,0.00045022416366059375,0.00037491111832123396,0.00032154381484945645,0.00029842906620547867,0.00026238647192303253,0.00019726124054224886,0.00016778073013760266,0.00014165857867173444
850.0,5.2504,48.74322339715201,0.8193635651541431,5023.425895223877,0.0,6.01238634798703e-08,3.765071950667414e-05,0.0005000787496190059,4.060366911584436e-05,0.0002223037147869966,0.0003033467595303412,0.0004045314768580863,0.00022019243797346608,8.01954262376566e-05,5.2687238929272924e-05,0.00013950617778483632,0.00024438815910523355,0.00033195156462709777,6.460418319921752e-05,8.654517889895464e-05,0.0001323279790860709,0.00022693246992347104,4.760762101193893e-05,7.220945713245187e-05,0.00034971292206411773,0.00033015454479494097,0.0014961810849645337,0.0013727274556283892,0.0014688137180891357,0.0013547840655572187,0.0014013869856952113,0.0012872186397540112,0.0013251058155821199,0.0011796346477817386,0.0004145095682947089,0.00029651448916777465,0.0005216982260774997,0.0003387057426232893,0.0005112401575356037,0.0005268958767585814,0.0004376481731939203,0.00036160737554060155,0.000334763608053133,0.0002878330369576087,0.0002164417915231723,0.0001839253537462089,0.0001563659688141517
900.0,5.2504,49.25653049933564,0.8232560286465619,4315.19076827765,0.0,8.503494594999347e-08,5.222308938468095e-05,0.0006586328078304155,5.990446584346994e-05,0.00030300408251962617,0.00040958284658010417,0.0005426934251020826,0.0003146987660314326,0.00011750131311080177,7.801976538482342e-05,0.00020192663125707954,0.0003496890876610313,0.0004648121159533864,8.934331859503931e-05,0.000119933845801224,0.00017961723225281724,0.0002810562711116069,6.540086915702802e-05,9.416658049198921e-05,0.00042122075283877264,0.00039793839135574905,0.001755828443140775,0.0015983898755432143,0.001676355949021943,0.0015487116311271823,0.001562289234079907,0.0014529651577576367,0.0014905752987843435,0.0013349046319201133,0.0005064491423374377,0.000354199415351777,0.0006210385511921124,0.00041041028898320303,0.0005943225927946463,0.0006118177605054341,0.0005057355932590403,0.00040423664427650545,0.00037319598261439826,0.0003137190996878175,0.00023596165848552837,0.00020028207398105054,0.00017153110289061272
950.0,5.2504,49.78031325666588,0.8281216080120852,3749.730022454834,0.0,1.231319394233999e-07,7.116305108517741e-05,0.0008473232435048673,8.640792975272503e-05,0.0004028569681829459,0.000540436260177871,0.000712290447373866,0.00044115060585267414,0.0001683972674469135,0.00011274603558342459,0.00028424539663428816,0.0004858292740103203,0.0006344238775798487,0.00012104879763564769,0.00016238237159953836,0.00023853045686704098,0.00034465847335611805,8.695352649865048e-05,0.00012011509801136187,0.0005020038408951789,0.00047436570117489216,0.0020402310840663455,0.001845357354447302,0.0018974299874689436,0.001754973487758324,0.0017241055107940515,0.0016223993363384238,0.0016594218337565958,0.0014950394064370863,0.0006090264577991438,0.00041595796037274834,0.0007303276782179634,0.0004935305942398595,0.0006864670243893451,0.0007060240904647864,0.000579458155955797,0.0004495045374438346,0.0004140335363363622,0.00034044004558844015,0.00025594202397368556,0.00021694138077496447,0.00018725921566031326
1000.0,5.2504,50.31457166914272,0.8320140715045041,3303.6954103681487,0.0,1.835012554982167e-07,9.526782275687468e-05,0.0010684402492989178,0.0001222770520860149,0.0005249878832736291,0.0006992672682792443,0.0009192953005433918,0.0006083794837376186,0.000236877603156831,0.00015976928071725078,0.0003905620845117277,0.0006571777936590857,0.0008464053503714308,0.00016171604816837067,0.0002160385232689868,0.00031112555189679464,0.00041993299558965686,0.00011328789832466352,0.00015117929647991002,0.0005944283582108317,0.0005617019350331478,0.00235165321946977,0.0021153133972910505,0.0021328571049889036,0.00197363591693273,0.0018847903085361605,0.0017945564328270226,0.001830443465743653,0.0016594016592105516,0.0007246556455523772,0.00048322095576500373,0.0008503811014007726,0.0005910244397731891,0.0007887034853214156,0.0008104264374739112,0.000659048354454939,0.0004977704600054526,0.0004575415720251134,0.00036841416512708124,0.0002768455837352584,0.00023433566953168545,0.00020391046734118527
1100.0,5.2504,51.424991114682825,0.8417452302355508,2612.1613543992053,0.0,4.34099174531905e-07,0.00016380875894063483,0.0016156800408653855,0.00023304176453328092,0.0008535845781127184,0.0011151758606020583,0.0014799581681818634,0.0011162194865488554,0.00044658716787017677,0.00030653449943508483,0.0006919721888214947,0.0011206943953240224,0.0014157358837957018,0.00028186134500940674,0.0003696705724278358,0.0005084184239139975,0.0006181040653330225,0.0001868401640772985,0.00023554692553323398,0.000825817648653107,0.0007807114700941161,0.0030701754879842954,0.002741353993520976,0.002647629918391584,0.0024567535936797897,0.0022027414287376927,0.0021471239683944683,0.002178997038540045,0.0020028613228752455,0.0010055937373930788,0.0006421506995432142,0.0011264406642179352,0.0008417628599453457,0.00102495764706366,0.0010500413459779902,0.0008358176155100737,0.0006046746473564548,0.0005540171387293445,0.0004301591051328902,0.00032324382707969436,0.00027291738414015693,0.00024156423785531036
1200.0,5.2504,52.61921580139577,0.8514763889665976,2118.3611352485045,0.0,1.014119841790002e-06,0.0002716606403106678,0.0023139642235825326,0.00042133187885228326,0.0013431914541295051,0.0016937118263438376,0.0023363345961215777,0.001988931564032207,0.0007943141880643367,0.0005565054732595701,0.0011412710476490205,0.00176478839806336,0.002199823514372034,0.0004851889260810229,0.0006141791089359303,0.0007978197811350258,0.0009114596345709054,0.00030440313440274053,0.0003665684135738875,0.0011533504250172443,0.0010913587129006302,0.003960493273309247,0.003521695804885196,0.0032244264869959348,0.0030217056734789306,0.0025255641256708684,0.0025145039373505058,0.0025406946904645168,0.0023683519425162563,0.0013709140898423738,0.000845520535601261,0.0014467839425385343,0.0011729500551109372,0.0012947957940729008,0.0013213029359562653,0.0010306393502733232,0.0007244591800572711,0.0006628491748723125,0.0005019025012380487,0.0003778504989167509,0.00031828839188305065,0.0002868290932603425
1300.0,5.2504,53.94962400501458,0.8621806635707492,1753.8805018417602,0.0,2.2279680572816357e-06,0.00043703461872079594,0.0031663077213583382,0.0007239682493217344,0.0020621860278077857,0.0024719108285152455,0.003632605532142173,0.0034079768814549256,0.001327960875505213,0.0009457339072334081,0.0017688449254411609,0.002603733195336522,0.0032113798645166006,0.0008235438341734259,0.0009916923430094706,0.001207229279378316,0.0013496190508333146,0.0004950192410694486,0.0005745487445418981,0.0016350554290235836,0.0015546672142568334,0.005063291838322632,0.004503346457761296,0.003854316374059229,0.0036824779919971276,0.0028467591157480153,0.002885000680958079,0.002907007016453513,0.0027456162717526826,0.0018331462722217411,0.0011035918384013402,0.0017897847363112466,0.0015508835874882424,0.00157217063404438,0.0015980889920156434,0.0012305584302282333,0.0008533060012294488,0.000780737644383742,0.0005846644934138586,0.00044157744267300515,0.00037145598481861926,0.00034088722026844753
1400.0,5.2504,55.416215725539246,0.8728849381749008,1465.5478409559128,0.0,4.695928113537462e-06,0.0006768789993303363,0.0041662894599721455,0.0011861060469182633,0.0030691938549649834,0.0034868064444968723,0.0054728043170978085,0.005470038713399152,0.0020892376325623552,0.001494790468786383,0.002615724498849412,0.003682963713688136,0.0045039304967699695,0.001347956880904715,0.0015324011880011922,0.0017554338961028226,0.0019929297947030994,0.0008171252672219891,0.0009191642403764724,0.002365400258846745,0.0022803731562477153,0.006412398147813912,0.005737493942123417,0.0045388308702865145,0.0044599492820382725,0.0031669692021097052,0.0032549176101658124,0.0032759718404320485,0.003129205464653246,0.002393254917801119,0.0014334822510138421,0.0021310890618437273,0.0019190575550887819,0.0018348530156262286,0.0018582432332307538,0.0014233147826744337,0.0009860505961568596,0.0009036468103920726,0.0006776367642324861,0.0005145122034170826,0.0004325098474537543,0.0004042038818218935
1500.0,5.2504,57.018990962969774,0.8855354445252616,1241.6523075924092,0.0,9.804358883578826e-06,0.001004638367494312,0.005337573150460004,0.0018708048192772457,0.004397696764098606,0.004786556614127454,0.007843480117676934,0.008102019423288706,0.0031231473880101194,0.0022232754888169407,0.0037583034271033173,0.005113207767646674,0.006205644318162649,0.002071956531923784,0.0022196425421292664,0.0024343904744591792,0.0028885773398767325,0.0013550895619836557,0.0014851535579555686,0.0034688327435324256,0.00343621239441815,0.008028085701038804,0.007269627534753327,0.005312998337330197,0.005386677312159362,0.003515079889821168,0.003646136808479597,0.003672253386478479,0.0035345001139606507,0.0029998034481990895,0.001825947641024727,0.0024586921803844645,0.002242838900338724,0.00207588991961745,0.0020975152159339945,0.0016014112679799976,0.001111989381132463,0.0010211742145633926,0.0007700110543694425,0.00058775411716281,0.0004943054058022223,0.00047173671667990195
1600.0,5.2504,58.71604709671975,0.8991590667487271,1066.5961212302589,0.0,2.0592213862851702e-05,0.001431225811726046,0.0067395869393732785,0.0028571147285746997,0.006066310561280217,0.006424152471749196,0.010624511232467155,0.011091674598549317,0.0044822145391149445,0.0031856395901848312,0.005297688273949619,0.0070256249165660326,0.008460162794078754,0.002988711536728974,0.0030380139238967794,0.003241108725343238,0.0040576961228619285,0.0021729997682344627,0.002347792332754302,0.005013842877173562,0.005164911448299931,0.00986518604697406,0.009065762135590441,0.006239228339965035,0.006465649529748031,0.003928470714810126,0.004097530925241855,0.004131636257932702,0.003990422494715946,0.003611571024194666,0.002239184710302806,0.0027861375917977134,0.0025456557882202885,0.0023110147640334525,0.0023307911478119225,0.0017725626746347915,0.0012314024122062161,0.0011313566136973326,0.0008560463502580887,0.000655083227402337,0.000550549636207115,0.0005388896468389676
1700.0,5.2504,60.55976240252219,0.9127826889721927,931.1078754678291,0.0,4.220783926515863e-05,0.0019656654307745585,0.008460960742531274,0.004218206533280565,0.0080951361977677,0.008456850242733504,0.013728048347262711,0.014331696413935419,0.006215734848410207,0.004459602600139309,0.007306059420058754,0.00948812679997266,0.01131555448192491,0.004133178484709416,0.004028020572685545,0.004226620742075741,0.005558743568808035,0.003472539543814116,0.003741483548951712,0.007083783508460294,0.0075990062201297245,0.01184956479269584,0.01104335720632581,0.00735397924782333,0.007680798997503942,0.00443111600651521,0.004634605791499801,0.0046828723548645685,0.004523872954693143,0.004257903750218104,0.0026815718627474913,0.003130394270409376,0.0028582296494169793,0.002555636251870755,0.002575131195553948,0.0019493877831255528,0.0013529983905939456,0.0012430743924377419,0.0009418802274357603,0.0007212655676680547,0.0006057524788141832,0.0006100954133325409
1800.0,5.2504,62.508234259790676,0.927379427068763,826.0379495771783,0.0,8.066716607964959e-05,0.002658323557994,0.010656322613034364,0.006060741485017733,0.01059551522816622,0.011000233906585968,0.01727852079444205,0.01796368868379356,0.008402161790924035,0.006131877074710333,0.009839697789968887,0.012530825436807448,0.014786883116836505,0.005570299671279755,0.005255169399508013,0.005467477947098731,0.007481193364718538,0.005594050723815657,0.006043971391711419,0.009805265552382595,0.010793319671942452,0.01396372476590928,0.01316436757055606,0.008679912756106484,0.009032384150333972,0.005051302299334114,0.005290582852622624,0.00535676852276143,0.0051665633633822166,0.0049761259020332455,0.003189192983962614,0.0034978095567387733,0.0031929656028418384,0.0028183559347970083,0.0028365873383041475,0.002138922455777248,0.0014824978766293552,0.001361738637003345,0.0010327431427214634,0.0007912095488878713,0.0006638827128520952,0.0006902293778755926
1900.0,5.2504,64.67669487513787,0.9439223969115427,739.6052750582375,0.0,0.00014067480441112834,0.0035776953787594705,0.013458524207468809,0.008535333206864297,0.013718856709126589,0.014157833480414264,0.021419237184777718,0.022151013409569754,0.011152917251842412,0.00831170115715364,0.0129682424098884,0.016202406353436363,0.018900715281949726,0.0073177640125680855,0.006724928635586015,0.006938883564095541,0.009709080009776041,0.008280428281360205,0.00901253989118006,0.01290837340794648,0.014340712195055729,0.016259201002212877,0.015445384351628087,0.010249648216474562,0.010543845656909067,0.005802256984697652,0.006084106393399338,0.006177261690970456,0.0059387587048057916,0.005752966432439799,0.003689683550127149,0.0038939775199852383,0.003556243746075386,0.003106651089294005,0.003124587132897145,0.0023452662834446917,0.0016199171377022277,0.0014862537383431176,0.0011253634348184797,0.0008607815703157688,0.0007210960556434203,0.0007769518050539009
2000.0,5.2504,67.03371728312395,0.9604653667543221,669.8846094165272,0.0,0.00023244651536253428,0.004801709035529948,0.016950651694679127,0.011765543666166455,0.01756751770893503,0.018017282165128778,0.026284352325097897,0.027076177968461394,0.014587535300245173,0.011129656482066454,0.016756254964553127,0.02048694870228216,0.023598121888093196,0.00956463320756451,0.00862535780657206,0.008808074108441415,0.012404356519255288,0.011731635471380493,0.01289592919568146,0.016537575503384666,0.018233689711538926,0.018758250016914314,0.01793049668772393,0.012133808039701493,0.012293897843011324,0.0068136628462728156,0.007136431803761819,0.007269091908534984,0.006959536549976052,0.006710910393528004,0.004318972909800291,0.00433097263825145,0.003959890710999016,0.0034299175469231424,0.0034465441012009874,0.0025821593505835957,0.0017814911941927448,0.0016333678386926875,0.001236186965419964,0.0009446798239770403,0.0007902872220487769,0.0008828479644188471
200.0,3.0,0.5342584124768435,1.1404918032786886,164.81623915255102,-0.5,2.1483250873159963e-10,5.362903718008578e-10,2.6656308134651197e-11,3.235191553142096e-13,1.4945140423664572e-10,5.19517283011067e-11,3.278687311745485e-10,5.716102396416142e-12,1.3934776260886825e-12,4.218907465677965e-13,6.905577442196824e-13,2.3458487106449536e-13,1.136318297667312e-13,1.0363346044310427e-11,3.1246400858061054e-10,9.974703613396184e-10,6.373823014383473e-08,3.6711319968796375e-12,9.076115208402095e-10,1.0568175092136569e-07,6.102390566446633e-08,1.2055910077295353e-06,3.4617842683755856e-06,1.1447219223784556e-05,1.0851755496327804e-05,2.1057169839117517e-05,1.695118251531401e-05,1.9710607052410343e-05,1.4256075936021873e-05,1.1529221952567665e-06,1.8026026284757324e-06,1.672245361601642e-06,1.5889125671188598e-06,4.536281531692416e-06,4.647292416762034e-06,7.249365555873979e-06,9.574144987514867e-06,9.128512193311227e-06,1.3693043883912069e-05,2.3099362801731874e-05,2.6466712512733456e-05,2.6157726827191055e-05
225.0,3.0,0.5447340676234481,1.1599541207407822,110.15393095414144,-0.5,3.1239206936641156e-10,1.5208976890520432e-09,2.517676927758856e-10,3.3473413312923465e-12,7.59801243515852e-10,3.0563282803659634e-10,1.6672472125510628e-09,5.413772478826864e-11,1.3667843582393502e-11,5.1772602905064185e-12,8.059349691127443e-12,4.985399892639861e-12,3.4681669875535923e-12,7.682454556792663e-11,1.4015222602156047e-09,4.4096081645063825e-09,1.788957404352189e-07,3.5285802582852645e-11,4.03366660889927e-09,3.034589843888802e-07,1.9058995170243648e-07,3.086739645683862e-06,7.131813866797399e-06,2.156750959898169e-05,2.0469159022704578e-05,3.869011316551085e-05,3.146299056161994e-05,3.626602862448874e-05,2.708320144298949e-05,2.371919797504848e-06,3.244143079048848e-06,4.108658070106251e-06,3.680442185719935e-06,9.98389488702327e-06,1.0270698960262825e-05,1.4018450097984837e-05,1.8484171953696566e-05,1.7652247174525584e-05,2.4165734514368283e-05,3.626602862448874e-05,3.9819884867155846e-05,3.791403441833067e-05
250.0,3.0,0.5656853779166577,1.179416438202876,76.91304402866098,-0.5,4.353113592296378e-10,3.519654225247652e-09,1.71237942124493e-09,2.4282869170389588e-11,3.0088462766457214e-09,1.4706184154045644e-09,6.603892574785454e-09,3.52533181195886e-10,9.752141632264134e-11,4.652645890999014e-11,7.061549373585083e-11,6.395875480508262e-11,5.733238386538412e-11,4.596211446660006e-10,5.223961889991195e-09,1.5863536054785026e-08,4.297342811536802e-07,2.5327947656899894e-10,1.4138391390945656e-08,7.402867904919363e-07,4.993441887213501e-07,6.903987557278438e-06,1.3471005082758035e-05,3.729924147524738e-05,3.555494408585932e-05,6.544854558704402e-05,5.3926222589157045e-05,6.14327561270521e-05,4.735872481253362e-05,4.566673896495318e-06,5.547534349517691e-06,8.603992041441784e-06,7.269423992141199e-06,1.912493641844208e-05,1.9728769555257163e-05,2.421586573460625e-05,3.179069335643365e-05,3.0422857274809633e-05,3.866339621093607e-05,5.2107471540339233e-05,5.486558320717437e-05,5.0234258952238755e-05
275.0,3.0,0.5866366882098671,1.1979056397918648,55.08076964054029,-0.5,5.944290151976957e-10,7.384141324069385e-09,9.094943385552966e-09,1.3341356829031082e-10,9.906038236706052e-09,6.12209409068257e-09,2.1727011788637447e-08,1.7041193193155337e-09,5.324759536129947e-10,3.0619634336906747e-10,4.756636893186044e-10,5.494143519621404e-10,5.900651969956672e-10,2.1812226560835243e-09,1.6626467968935368e-08,4.818368378188957e-08,9.151662592812755e-07,1.3989429371781666e-09,4.156234088298607e-08,1.5940428807122181e-06,1.1439314495393053e-06,1.3832478377146683e-05,2.3697361843832096e-05,6.03809581074428e-05,5.784955199650897e-05,0.00010370507263257607,8.663632065076614e-05,9.749896377173872e-05,7.730364996011337e-05,8.163943679645646e-06,9.059411775490595e-06,1.595511724785964e-05,1.2737963497001948e-05,3.291546539470678e-05,3.402514620270234e-05,3.843262071909511e-05,5.0038006592526625e-05,4.794021749415108e-05,5.753074526484429e-05,7.050176668539846e-05,7.149900531600006e-05,6.324118513762195e-05
300.0,3.0,0.6075879985030768,1.2163948413808539,40.179081084894,-0.5,7.989139416674028e-10,1.502103990950077e-08,3.979238776342246e-08,5.874893525297759e-10,2.8405340525398015e-08,2.2693422563550606e-08,6.221570117287565e-08,6.493816315762114e-09,2.313129780563852e-09,1.5378005078810507e-09,2.507263624777119e-09,3.3829844379759024e-09,4.142857544606862e-09,8.381080267271636e-09,4.614238090876439e-08,1.2688199542156122e-07,1.7611648132635663e-06,6.050621691582953e-09,1.0590098510716821e-07,3.0910070812616196e-06,2.338298763479912e-06,2.5194166781870368e-05,3.903013019642094e-05,9.225714271547627e-05,8.877690494117354e-05,0.0001552387009958082,0.00013140140230390382,0.0001461503972006163,0.0001186588131172422,1.358626245827489e-05,1.4096133365221668e-05,2.6964973635434186e-05,2.044560659295859e-05,5.2083480687420765e-05,5.3926222589157045e-05,5.706896548928063e-05,7.343447595588668e-05,7.042064523312071e-05,8.092822218443742e-05,9.109614522659129e-05,8.941286275029544e-05,7.696619203180878e-05
325.0,3.0,0.6180636536496816,1.233910927096738,29.716660317380253,-0.5,1.0712726072029463e-09,3.0661966160107434e-08,1.4890181791285259e-07,2.1782112662934307e-09,7.394349942551885e-08,7.61903555049371e-08,1.615474101461903e-07,2.058258890542054e-08,8.300418697157011e-09,6.165950018614823e-09,1.0599856845091675e-08,1.5805200152842558e-08,2.1325538179462e-08,2.6797852971525008e-08,1.1384134023961326e-07,2.964831389524342e-07,3.1275193114079806e-06,2.1149494907076355e-08,2.3971764361383044e-07,5.511883123276054e-06,4.3561216554647e-06,4.252066029720149e-05,6.0925625974965565e-05,0.0001347410725344404,0.00013013676301074637,0.00022227980135645619,0.00019032682375763496,0.00020945946985813984,0.00017342032668438663,2.1315719667169098e-05,2.1076573143446605e-05,4.299322266787703e-05,3.1289599189635725e-05,7.783949326267255e-05,8.068633703638186e-05,8.115214434347237e-05,0.00010282530348810962,9.878704621711747e-05,0.00010974885550989485,0.00011413004802139926,0.00010884287379435942,9.187556016660625e-05
350.0,3.0,0.639014963942891,1.2524001286857271,22.28435149270303,-0.5,1.4325177106937552e-09,6.286370884130499e-08,4.936282430594492e-07,7.166382754558631e-09,1.8197008586099843e-07,2.3588482356289836e-07,3.959132167281657e-07,5.720052304159281e-08,2.580477044436026e-08,2.0970075785446475e-08,3.7583740428844414e-08,5.977230446886998e-08,8.667622733900391e-08,7.449034745241091e-08,2.5733567644261086e-07,6.337237741643964e-07,5.23479887009069e-06,6.24453350280502e-08,4.952220800885213e-07,9.240596356376812e-06,7.566586478684929e-06,6.792036326171848e-05,9.143237480570987e-05,0.00019058995170243644,0.00018450154191794753,0.0003081768416611515,0.00026662446683125115,0.00029060293752636323,0.00024439932381496813,3.213660538640317e-05,3.0598490346549945e-05,6.505789391703234e-05,4.579309531517437e-05,0.00011076434916697433,0.000114868248754611,0.0001110452535333641,0.00013765753865094168,0.00013231223331133723,0.00014335076007281246,0.00013941194940347458,0.00012989726288978556,0.00010816829893379333
375.0,3.0,0.6599662742361007,1.270889330274716,16.78804018122559,-0.5,1.9462561593612426e-09,1.288249551693134e-07,1.4571357047304201e-06,2.139932132455941e-08,4.296353425698702e-07,6.69422029309728e-07,9.296083157150372e-07,1.4341679074041124e-07,7.120327999992032e-08,6.235912317626264e-08,1.1476249989434015e-07,1.90326823757635e-07,2.9093769918965454e-07,1.8390773683280814e-07,5.396348637300693e-07,1.2560299636948756e-06,8.352182974126014e-06,1.5962466542993873e-07,9.458015033710128e-07,1.4723125024327193e-05,1.240223625118887e-05,0.0001038245362653314,0.0001329229588315684,0.0002629056987587088,0.00025468302525850396,0.00041658151973796167,0.0003634126160642231,0.00039255453597010904,0.0003343489779723793,4.6881338214526495e-05,4.31121816043742e-05,9.388581918730967e-05,6.428357186713856e-05,0.00015090373879486434,0.00015656691705285086,0.00014672360869077527,0.00017717400399431215,0.00017013748158991966,0.00018092559102538214,0.00016660959166669675,0.00015233510631495678,0.00012574768543676586
400.0,3.0,0.6809175845293102,1.2884054159906002,12.676518658578447,-0.5,2.6595000327215186e-09,2.5941793621188143e-07,3.7783309865888614e-06,5.771650171902319e-08,9.62276766092399e-07,1.7029425618775473e-06,2.0658557819227234e-06,3.2673826606314364e-07,1.756709702664634e-07,1.63832477962864e-07,3.0549211132155133e-07,5.207148940339919e-07,8.248975239353303e-07,4.063497529039031e-07,1.0505095382546575e-06,2.3152612332437633e-06,1.2720377500856909e-05,3.574374062644808e-07,1.6741717139071168e-06,2.232543861616741e-05,1.921321311403724e-05,0.00015222991328804215,0.00018706821403658,0.00035326450258556735,0.00034182199141765773,0.0005480245321768506,0.0004811716152521635,0.0005158221650723058,0.000443506511025305,6.609977786538222e-05,5.8803069948116356e-05,0.0001296283520705068,8.67960577292378e-05,0.00019756044694326077,0.00020497457754533964,0.00018762901558379023,0.00022014052608281432,0.0002110571162884345,0.0002210548256299406,0.00019493956831325592,0.0001755496629621234,0.00014414513857582113
425.0,3.0,0.6913932396759149,1.30494838583338,9.549925860214369,-0.5,3.600808291734827e-09,5.025739801095918e-07,8.596071120194835e-06,1.401522260215603e-07,2.0197610834356016e-06,3.853896082118195e-06,4.29140991228369e-06,6.804559249946384e-07,3.9075091171056164e-07,3.843262071909516e-07,7.194489780036993e-07,1.2493956801010075e-06,2.018831163221652e-06,8.111478100379373e-07,1.9058995170243635e-06,3.990249023621424e-06,1.8526782370722653e-05,7.097411730944617e-07,2.757401452346361e-06,3.2299812405956245e-05,2.8229292907797836e-05,0.00021433840767267633,0.00025480033813619885,0.00046206173019708367,0.00044586152794807076,0.0007011323406867361,0.0006190133280967253,0.0006590221323188565,0.0005706896548928059,9.00741142186956e-05,7.748185327756197e-05,0.0001716326863490594,0.00011282361216489928,0.00024911506965638624,0.00025846396357698443,0.00023248771015016453,0.00026472807400175643,0.00025327947656899924,0.0002619389003721487,0.00022330579830264082,0.00019879250210418827,0.00016270466311748912
