pl_name,pl_letter,hostname,hd_name,hip_name,tic_id,gaia_dr2_id,gaia_dr3_id,default_flag,pl_refname,sy_refname,disc_pubdate,disc_year,discoverymethod,disc_locale,disc_facility,disc_instrument,disc_telescope,disc_refname,ra,rastr,dec,decstr,glon,glat,elon,elat,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbperstr,pl_orblpererr1,pl_orblper,pl_orblpererr2,pl_orblperlim,pl_orblperstr,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxstr,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbinclstr,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orbtperstr,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenstr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtstr,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_occdepstr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolstr,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densstr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepstr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidstr,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_trandurstr,sy_kmagstr,sy_umag,sy_umagerr1,sy_umagerr2,sy_umagstr,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_rmagstr,sy_imag,sy_imagerr1,sy_imagerr2,sy_imagstr,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_zmagstr,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w1magstr,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w2magstr,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w3magstr,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_w4magstr,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_gmagstr,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_gaiamagstr,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_tmagstr,pl_controv_flag,pl_tsystemref,st_metratio,st_spectype,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,sy_kepmagstr,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_rotpstr,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_projobliqstr,x,y,z,htm20,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_rvampstr,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_radjstr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radestr,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_ratrorstr,pl_ratdor,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,pl_trueobliqstr,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_icmagstr,rowupdate,pl_pubdate,st_refname,releasedate,dkin_flag,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratdorstr,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_impparstr,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_cmassjstr,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassestr,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_massjstr,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massestr,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassjstr,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassestr,pl_bmassprov,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_msinijstr,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msiniestr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffstr,st_met,st_meterr1,st_meterr2,st_metlim,st_metstr,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radvstr,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_vsinstr,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumstr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggstr,st_age,st_ageerr1,st_ageerr2,st_agelim,st_agestr,st_mass,st_masserr1,st_masserr2,st_masslim,st_massstr,st_dens,st_denserr1,st_denserr2,st_denslim,st_densstr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radstr,ttv_flag,ptv_flag,tran_flag,rv_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,pul_flag,soltype,sy_snum,sy_pnum,sy_mnum,cb_flag,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,pl_nnotes,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmstr,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmrastr,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_pmdecstr,sy_plx,sy_plxerr1,sy_plxerr2,sy_plxstr,sy_dist,sy_disterr1,sy_disterr2,sy_diststr,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_bmagstr,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_vmagstr,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_jmagstr,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_hmagstr,sy_kmag,sy_kmagerr1,sy_kmagerr2
LHS 1140 c,c,LHS 1140,,,TIC 92226327,Gaia DR2 2371032916186181760,Gaia DR3 2371032916186181760,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-01,2018.0,Transit,Multiple Locales,Multiple Observatories,Multiple Instruments,Multiple Telescopes,<a refstr=MENT_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...32M/abstract target=ref>Ment et al. 2019</a>,11.248632,00h44m59.67s,-15.2741085,-15d16m26.79s,115.40542,-78.05159,4.09847,-18.45449,3.77794175247,8.51805e-06,-8.51805e-06,0.0,3.77794175247263&plusmn;0.00000851805500,,,,,,,,,,,,,,,,,,,,,,,,,,394.38,,,0.0,394.384409708834,,,,,,5.7174,,,0.0,5.71741815401029,,,,,,0.34694507,0.043044,-0.043044,0.0,0.346945073899104&plusmn;0.043044000000000,2459141.100488,0.0017719,-0.0017719,0.0,2459141.1004880&plusmn;0.0017719,1.4759325,0.0951538,-0.0951538,0.0,1.47593251726274&plusmn;0.09515379000000,8.821&plusmn;0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6706,0.000356,-0.000356,12.670600&plusmn;0.000356,11.2991,0.0073288,-0.0073288,11.2991000&plusmn;0.0073288,0,BJD,,,,,,,,,,,,,,,,,0.9461450656184016,0.1881764709310326,-0.2634371473309961,-652728547.0,,,,,,0.13970884,0.0185065,-0.0185065,0.0,0.139708842354650&plusmn;0.018506496313264,1.56599372,0.20743896,-0.20743896,0.0,1.56599371757261&plusmn;0.20743896000000,,,,,,,,,,,,,,,,2022-08-08,2017-07,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,2022-08-08,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3131.0,,,0.0,3131,,,,,,,,,,,,,,,,,,,,,5.05701,,,0.0,5.05701,,,,,,,,,,,,,,,,0.215535,0.006558,-0.006558,0.0,0.215534999966621&plusmn;0.006558170000000,0,0,1,1,0,0,0,0,0,0,TESS Project Candidate,1,2,0,0,0,0,0,1,1,0,1,675.8787442,0.0942503,-0.0942503,675.8787442&plusmn;0.0942503,317.585,0.120648,-0.120648,317.585000&plusmn;0.120648,-596.617,0.0852977,-0.0852977,-596.6170000&plusmn;0.0852977,66.6996,0.0673611,-0.0673611,66.6996000&plusmn;0.0673611,14.9861,0.0153,-0.0152,"<div><span class=supersubNumber"">14.9861</span><span class=""superscript"">+0.0153</span><span class=""subscript"">-0.0152</span></div>""",15.881,0.091,-0.091,15.881&plusmn;0.091,14.15,0.062,-0.062,14.150&plusmn;0.062,9.612001,0.023,-0.023,9.612001&plusmn;0.023000,9.092,0.026,-0.026,9.092&plusmn;0.026,8.821,0.024,-0.024
LHS 1140 c,c,LHS 1140,,,TIC 92226327,Gaia DR2 2371032916186181760,Gaia DR3 2371032916186181760,0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-01,2018.0,Transit,Multiple Locales,Multiple Observatories,Multiple Instruments,Multiple Telescopes,<a refstr=MENT_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...32M/abstract target=ref>Ment et al. 2019</a>,11.248632,00h44m59.67s,-15.2741085,-15d16m26.79s,115.40542,-78.05159,4.09847,-18.45449,3.7779329,2.8e-06,-2.8e-06,0.0,3.7779329&plusmn;0.0000028,,,,,,,,,,,89.92,0.06,-0.09,0.0,"<div><span class=supersubNumber"">89.92</span><span class=""superscript"">+0.06</span><span class=""subscript"">-0.09</span></div>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2458226.843969,1.8e-05,-1.8e-05,0.0,2458226.843969&plusmn;0.000018,,,,,,8.821&plusmn;0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6706,0.000356,-0.000356,12.670600&plusmn;0.000356,11.2991,0.0073288,-0.0073288,11.2991000&plusmn;0.0073288,0,BJD-TDB,[Fe/H],,,,,,131.0,5.0,-5.0,0.0,131&plusmn;5,,,,,,0.9461450656184016,0.1881764709310326,-0.2634371473309961,-652728547.0,,,,,,,,,,,,,,,,0.05486,0.00013,-0.00013,0.0,0.05486&plusmn;0.00013,26.57,,,,,,,,,,2024-03-04,2023-03,<a refstr=MENT_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...32M/abstract target=ref>Ment et al. 2019</a>,2024-03-04,0,0.05,-0.05,0.0,26.57&plusmn;0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3216.0,39.0,-39.0,0.0,3216&plusmn;39,-0.24,0.1,-0.1,0.0,-0.24&plusmn;0.10,,,,,,,,,,,-2.35556,0.01262,-0.01299,0.0,"<div><span class=supersubNumber"">-2.36</span><span class=""superscript"">+0.01</span><span class=""subscript"">-0.01</span></div>""",,,,,,5.0,,,-1.0,&gt;5,0.179,0.014,-0.014,0.0,0.179&plusmn;0.014,,,,,,0.2139,0.0041,-0.0041,0.0,0.2139&plusmn;0.0041,0,0,1,1,0,0,0,0,0,0,Published Confirmed,1,2,0,0,0,0,0,1,1,0,1,675.8787442,0.0942503,-0.0942503,675.8787442&plusmn;0.0942503,317.585,0.120648,-0.120648,317.585000&plusmn;0.120648,-596.617,0.0852977,-0.0852977,-596.6170000&plusmn;0.0852977,66.6996,0.0673611,-0.0673611,66.6996000&plusmn;0.0673611,14.9861,0.0153,-0.0152,"<div><span class=supersubNumber"">14.9861</span><span class=""superscript"">+0.0153</span><span class=""subscript"">-0.0152</span></div>""",15.881,0.091,-0.091,15.881&plusmn;0.091,14.15,0.062,-0.062,14.150&plusmn;0.062,9.612001,0.023,-0.023,9.612001&plusmn;0.023000,9.092,0.026,-0.026,9.092&plusmn;0.026,8.821,0.024,-0.024
LHS 1140 b,b,LHS 1140,,,TIC 92226327,Gaia DR2 2371032916186181760,Gaia DR3 2371032916186181760,1,<a refstr=CADIEUX_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...960L...3C/abstract target=ref>Cadieux et al. 2024</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2017-04,2017.0,Transit,Ground,MEarth Project,Apogee CCD Sensor,0.4 m MEarth Telescope,<a refstr=DITTMANN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.544..333D/abstract target=ref>Dittmann et al. 2017</a>,11.248632,00h44m59.67s,-15.2741085,-15d16m26.79s,115.40542,-78.05159,4.09847,-18.45449,24.73723,2e-05,-2e-05,0.0,24.73723&plusmn;0.00002,,,,,,0.0946,0.0017,-0.0017,0.0,0.0946&plusmn;0.0017,89.86,0.04,-0.04,0.0,89.86&plusmn;0.04,,,,,,0.043,,,1.0,&lt;0.043,226.0,4.0,-4.0,0.0,226&plusmn;4,,,,,,0.43,0.03,-0.03,0.0,0.43&plusmn;0.03,5.9,0.3,-0.3,0.0,5.9&plusmn;0.3,0.538,0.006,-0.006,0.0,0.538&plusmn;0.006,2458399.93,0.0003,-0.0003,0.0,2458399.9300&plusmn;0.0003,2.15,0.05,-0.05,0.0,2.15&plusmn;0.05,8.821&plusmn;0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6706,0.000356,-0.000356,12.670600&plusmn;0.000356,11.2991,0.0073288,-0.0073288,11.2991000&plusmn;0.0073288,0,BJD,[Fe/H],M4.5 V,,,,,131.0,5.0,-5.0,0.0,131&plusmn;5,,,,,,0.9461450656184016,0.1881764709310326,-0.2634371473309961,-652728547.0,3.8,0.11,-0.11,0.0,3.80&plusmn;0.11,0.15434053,0.00223035,-0.00223035,0.0,0.1543&plusmn;0.0022,1.73,0.025,-0.025,0.0,1.730&plusmn;0.025,,,,,,,,,,,,,,,,2024-03-04,2024-01,<a refstr=CADIEUX_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...960L...3C/abstract target=ref>Cadieux et al. 2024</a>,2024-03-04,0,,,,,0.23,0.05,-0.07,0.0,"<div><span class=supersubNumber"">0.23</span><span class=""superscript"">+0.05</span><span class=""subscript"">-0.07</span></div>""",,,,,,,,,,,0.01761957,0.00059781,-0.00059781,0.0,0.0176&plusmn;0.0006,5.6,0.19,-0.19,0.0,5.60&plusmn;0.19,0.01761957,0.00059781,-0.00059781,0.0,0.0176&plusmn;0.0006,5.6,0.19,-0.19,0.0,5.60&plusmn;0.19,Mass,,,,,,,,,,,3096.0,48.0,-48.0,0.0,3096&plusmn;48,-0.15,0.09,-0.09,0.0,-0.15&plusmn;0.09,,,,,,,,,,,-2.42022,0.033,-0.03572,0.0,"<div><span class=supersubNumber"">-2.4</span><span class=""superscript"">+0.0</span><span class=""subscript"">-0.0</span></div>""",5.041,0.016,-0.016,0.0,5.041&plusmn;0.016,5.0,,,-1.0,&gt;5,0.1844,0.0045,-0.0045,0.0,0.1844&plusmn;0.0045,25.8,1.0,-1.0,0.0,25.8&plusmn;1.0,0.2159,0.003,-0.003,0.0,0.2159&plusmn;0.0030,0,0,1,1,0,0,0,0,0,0,Published Confirmed,1,2,0,0,0,0,0,0,3,0,1,675.8787442,0.0942503,-0.0942503,675.8787442&plusmn;0.0942503,317.585,0.120648,-0.120648,317.585000&plusmn;0.120648,-596.617,0.0852977,-0.0852977,-596.6170000&plusmn;0.0852977,66.6996,0.0673611,-0.0673611,66.6996000&plusmn;0.0673611,14.9861,0.0153,-0.0152,"<div><span class=supersubNumber"">14.9861</span><span class=""superscript"">+0.0153</span><span class=""subscript"">-0.0152</span></div>""",15.881,0.091,-0.091,15.881&plusmn;0.091,14.15,0.062,-0.062,14.150&plusmn;0.062,9.612001,0.023,-0.023,9.612001&plusmn;0.023000,9.092,0.026,-0.026,9.092&plusmn;0.026,8.821,0.024,-0.024
LHS 1140 b,b,LHS 1140,,,TIC 92226327,Gaia DR2 2371032916186181760,Gaia DR3 2371032916186181760,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.121L/abstract target=ref>Lillo-Box et al. 2020</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2017-04,2017.0,Transit,Ground,MEarth Project,Apogee CCD Sensor,0.4 m MEarth Telescope,<a refstr=DITTMANN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.544..333D/abstract target=ref>Dittmann et al. 2017</a>,11.248632,00h44m59.67s,-15.2741085,-15d16m26.79s,115.40542,-78.05159,4.09847,-18.45449,24.73694,0.00041,-0.0004,0.0,"<div><span class=supersubNumber"">24.73694</span><span class=""superscript"">+0.00041</span><span class=""subscript"">-0.00040</span></div>""",,,,,,0.0957,0.0019,-0.0019,0.0,0.0957&plusmn;0.0019,89.877,0.049,-0.045,0.0,"<div><span class=supersubNumber"">89.877</span><span class=""superscript"">+0.049</span><span class=""subscript"">-0.045</span></div>""",,,,,,0.096,,,1.0,&lt;0.096,378.9,4.3,-4.2,0.0,"<div><span class=supersubNumber"">378.9</span><span class=""superscript"">+4.3</span><span class=""subscript"">-4.2</span></div>""",,,,,,,,,,,8.04,0.84,-0.8,0.0,"<div><span class=supersubNumber"">8.04</span><span class=""superscript"">+0.84</span><span class=""subscript"">-0.80</span></div>""",0.493,0.027,-0.027,0.0,0.493&plusmn;0.027,2458399.9303,0.0012,-0.0013,0.0,"<div><span class=supersubNumber"">2458399.9303</span><span class=""superscript"">+0.0012</span><span class=""subscript"">-0.0013</span></div>""",2.055,0.048,-0.049,0.0,"<div><span class=supersubNumber"">2.055</span><span class=""superscript"">+0.048</span><span class=""subscript"">-0.049</span></div>""",8.821&plusmn;0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6706,0.000356,-0.000356,12.670600&plusmn;0.000356,11.2991,0.0073288,-0.0073288,11.2991000&plusmn;0.0073288,0,BJD,[Fe/H],,,,,,,,,,,,,,,,0.9461450656184016,0.1881764709310326,-0.2634371473309961,-652728547.0,4.21,0.24,-0.24,0.0,4.21&plusmn;0.24,0.14586518,0.00410385,-0.00410385,0.0,0.1459&plusmn;0.0041,1.635,0.046,-0.046,0.0,1.635&plusmn;0.046,,,,,,96.4,,,,,,,,,,2021-05-17,2020-10,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.121L/abstract target=ref>Lillo-Box et al. 2020</a>,2021-05-17,0,2.2,-2.1,0.0,"<div><span class=supersubNumber"">96.4</span><span class=""superscript"">+2.2</span><span class=""subscript"">-2.1</span></div>""",,,,,,,,,,,,,,,,0.02007372,0.00144732,-0.00138439,0.0,"<div><span class=supersubNumber"">0.0201</span><span class=""superscript"">+0.0014</span><span class=""subscript"">-0.0014</span></div>""",6.38,0.46,-0.44,0.0,"<div><span class=supersubNumber"">6.38</span><span class=""superscript"">+0.46</span><span class=""subscript"">-0.44</span></div>""",0.02007372,0.00144732,-0.00138439,0.0,"<div><span class=supersubNumber"">0.0201</span><span class=""superscript"">+0.0014</span><span class=""subscript"">-0.0014</span></div>""",6.38,0.46,-0.44,0.0,"<div><span class=supersubNumber"">6.38</span><span class=""superscript"">+0.46</span><span class=""subscript"">-0.44</span></div>""",Mass,0.01916128,0.00151025,-0.00147879,0.0,"<div><span class=supersubNumber"">0.0192</span><span class=""superscript"">+0.0015</span><span class=""subscript"">-0.0015</span></div>""",6.09,0.48,-0.47,0.0,"<div><span class=supersubNumber"">6.09</span><span class=""superscript"">+0.48</span><span class=""subscript"">-0.47</span></div>""",2988.0,67.0,-67.0,0.0,2988&plusmn;67,-0.262,0.104,-0.104,0.0,-0.262&plusmn;0.104,,,,,,,,,,,-2.48812,0.01446,-0.01495,0.0,"<div><span class=supersubNumber"">-2.49</span><span class=""superscript"">+0.01</span><span class=""subscript"">-0.01</span></div>""",,,,,,,,,,,0.191,0.012,-0.011,0.0,"<div><span class=supersubNumber"">0.191</span><span class=""superscript"">+0.012</span><span class=""subscript"">-0.011</span></div>""",,,,,,0.2134,0.0036,-0.0034,0.0,"<div><span class=supersubNumber"">0.2134</span><span class=""superscript"">+0.0036</span><span class=""subscript"">-0.0034</span></div>""",0,0,1,1,0,0,0,0,0,0,Published Confirmed,1,2,0,0,0,0,0,0,3,0,1,675.8787442,0.0942503,-0.0942503,675.8787442&plusmn;0.0942503,317.585,0.120648,-0.120648,317.585000&plusmn;0.120648,-596.617,0.0852977,-0.0852977,-596.6170000&plusmn;0.0852977,66.6996,0.0673611,-0.0673611,66.6996000&plusmn;0.0673611,14.9861,0.0153,-0.0152,"<div><span class=supersubNumber"">14.9861</span><span class=""superscript"">+0.0153</span><span class=""subscript"">-0.0152</span></div>""",15.881,0.091,-0.091,15.881&plusmn;0.091,14.15,0.062,-0.062,14.150&plusmn;0.062,9.612001,0.023,-0.023,9.612001&plusmn;0.023000,9.092,0.026,-0.026,9.092&plusmn;0.026,8.821,0.024,-0.024
LHS 1140 b,b,LHS 1140,,,TIC 92226327,Gaia DR2 2371032916186181760,Gaia DR3 2371032916186181760,0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2017-04,2017.0,Transit,Ground,MEarth Project,Apogee CCD Sensor,0.4 m MEarth Telescope,<a refstr=DITTMANN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.544..333D/abstract target=ref>Dittmann et al. 2017</a>,11.248632,00h44m59.67s,-15.2741085,-15d16m26.79s,115.40542,-78.05159,4.09847,-18.45449,24.73721,1.7e-05,-1.7e-05,0.0,24.737210&plusmn;0.000017,,,,,,,,,,,89.89,0.05,-0.03,0.0,"<div><span class=supersubNumber"">89.89</span><span class=""superscript"">+0.05</span><span class=""subscript"">-0.03</span></div>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2458103.084207,4.3e-05,-4.3e-05,0.0,2458103.084207&plusmn;0.000043,,,,,,8.821&plusmn;0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6706,0.000356,-0.000356,12.670600&plusmn;0.000356,11.2991,0.0073288,-0.0073288,11.2991000&plusmn;0.0073288,0,BJD-TDB,[Fe/H],M4.5 V,,,,,131.0,,,0.0,131,,,,,,0.9461450656184016,0.1881764709310326,-0.2634371473309961,-652728547.0,,,,,,,,,,,,,,,,0.0739,8e-05,-8e-05,0.0,0.07390&plusmn;0.00008,95.3,,,,,,,,,,2024-03-04,2023-03,<a refstr=DITTMANN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.544..333D/abstract target=ref>Dittmann et al. 2017</a>,2024-03-04,0,1.1,-1.1,0.0,95.3&plusmn;1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3131.0,100.0,-100.0,0.0,3131&plusmn;100,-0.24,0.14,-0.14,0.0,-0.24&plusmn;0.14,-13.23,0.6,-0.6,0.0,-13.23&plusmn;0.60,,,,,,-2.52564,0.02956,-0.03173,0.0,"<div><span class=supersubNumber"">-2.526</span><span class=""superscript"">+0.030</span><span class=""subscript"">-0.032</span></div>""",,,,,,5.0,,,-1.0,&gt;5,0.146,0.019,-0.019,0.0,0.146&plusmn;0.019,,,,,,0.186,0.013,-0.013,0.0,0.186&plusmn;0.013,0,0,1,1,0,0,0,0,0,0,Published Confirmed,1,2,0,0,0,0,0,0,3,0,1,675.8787442,0.0942503,-0.0942503,675.8787442&plusmn;0.0942503,317.585,0.120648,-0.120648,317.585000&plusmn;0.120648,-596.617,0.0852977,-0.0852977,-596.6170000&plusmn;0.0852977,66.6996,0.0673611,-0.0673611,66.6996000&plusmn;0.0673611,14.9861,0.0153,-0.0152,"<div><span class=supersubNumber"">14.9861</span><span class=""superscript"">+0.0153</span><span class=""subscript"">-0.0152</span></div>""",15.881,0.091,-0.091,15.881&plusmn;0.091,14.15,0.062,-0.062,14.150&plusmn;0.062,9.612001,0.023,-0.023,9.612001&plusmn;0.023000,9.092,0.026,-0.026,9.092&plusmn;0.026,8.821,0.024,-0.024
